sentence,score
"화려하거나 난잡하거나. 스타일리쉬한 연출과 비주얼은 good, 반전 이후의 전개와 서사는 but..",6
최근 마블의 영화들이 기량이 떨어졌음을 증명하는 영회,3
처음엔 약간 지루하다가 중간부터 지난 시대상과 맞물리면서 감동과 재미를 주는 영화. ,10
"전우를 위해, 전우의 가족을 위해",10
스릴있고 재밌어요 이런 탐정물 좋아해요,8
뭐 이런것도 영화라고..,6
진짜역대급 이노우에는 천재 진짜 선물같은 영상이였다.진짜 영상미 디테일하나 빠질께없다 개쩔어 또보고싶다.ㅜ,10
"이런 영화가 또 있을까..? 그냥 말이 필요없네요 와,,",10
수준급의 연기로 보여주는 사극,8
인물들 그림이 생동감있었음,8
조우진 배우 연기가 너무 좋음 중간부까지 긴장감은 폰부스의 그것을 닮았다 근데 결말에 복수 이유가 너무 뻔하고 태세전환도 너무 뻔함 차라리 아무 이유없었거나 뭔가 쎈 반전이 있었으면 평점 8점 이상대였을텐데 살짝 아쉬움. 앞부분 까지는 정말 재밌음. 왜 이제봤지 라는 생각이 들정도였음,7
역대급 그래픽으로 보여주는 판도라의 이야기,10
오랜만에 영화다운 영화를 봤다,10
역시 드래곤볼 짱이야!,10
누군가를 사랑하고 이해.,8
의미만으론 상징이 될수 없다 아이콘은 아무나 하냐...,6
최악의 영화... 그냥 스토리없이 무작위로 죽이기만하고 반전이나 스릴등도 없음 무차별 살인극 공포도 스릴러도 아니고 액션이라고 치기도 한심함,1
두번말 안한다 그냥 봐라,10
고현정은 매력있는 배우다 ,8
인생 제일 찬란하고 고민도 없었던 중고등학교 시절을 떠올리게 만들며 별거 아닌 씬에도 눈물이 나게 만드는 애니였습니다.정말 북산 캐릭터들의 매력은 지금 생각해봐도 능가한 다른 애니매이션은 없고 앞으로도 없을것 같네요. 마지막 강백호의 역전 버저비터에서의 정적은 소리가 날까바 숨소리도 멈추며 내용을 알고 보면서도 전율을 한거 같네요 뒤늦게라도 이렇게 제작을 해주신 이노우에 작가님께 감사 드립니다. ,10
여운이 남아서 아직도 머릿속에 ost랑 특정장면이 떠돌아다님,10
믿고 보는 닥스! 재밌게 잘 봤네요.,9
산왕전이라는 명경기가 군더더기없이 실제 경기처럼 살아움직인다. 만화적 요소보다 리얼리티를 쿨하게 살린 연출이 짜릿함과 감동을 배가시킨다.,10
"아바타1보다 보기 무난하구, 여러 모로 생각할 만한 점들 있네요:)",9
나의 10대는 슬램덩크 드래곤볼 이 두만화 전집을 가지고 있는 친구를 둔  주변인물들은 대통령의 지인도 안부러웠지.,10
"어릴적 추억이 깃든.누런만화책부터 흰색재발행본, 일본판영상만화에서 한국더빙판까지 다보고, 오랜시간 잊고지내다가극장판보고 여러가지로 울컥함. 완벽한 스토리구성과 소름돋는 하이파이브씬. 여전히 내 인생 최애만화.",10
영화보는내내 가슴이 아파서 혼났습니다. 영화 초반에 상담교사의 연기가 너무 어설퍼서 왜 저렇게 연기를 못할까.. 이상했죠. 그 이유를 나중에 알았네요. 진영씨는 연기력이 너무 좋은데 너무 잘생긴 얼굴로 연기력이 가려지네요. 영화의 가슴아픈여운이 너무 오래가서 힘듭니다,8
울었다 (35살) 남자,10
오스칼 프랑소와 드 자르제 준장의 사랑의 라이벌(웃음)오스칼이 사랑하는 페르젠 백작(=실존인물)의 진짜 애인이기도 하고 베르사이유의 장미 원작자...이케다 리요코 여사님 존경합니다,10
그냥 재밌게 봤어요. 전 다 좋았어요. 슬프고 뭉클하고 설레고 다했어요. 다른 사람들이 남긴거 보고 처음으로 평점 써봐요. 이렇게 재밌게 본 사람이 있다는 걸 알아줬으면 좋겠어요. 그래서 꼭 10점 주고 싶었어요.,10
그저 빛이 돼 마땅한 영화,10
게2 게2 게2 게2 게2,1
"흡혈이라 좀 걱정하기도 했는데, 아들이랑 재밌게 잘 봤던 기억이 나네요!",8
송강호는어찌 주연상을?  내가 이해못하는거이ㅁ..!?,6
로맨스 장르 영화를 자주보지않는데 너무 슬프고 감동적이면서 여운이 많이 남았음...,10
"원작을 사랑하는 독자에겐 영화 이상의 의미, 감동.",10
평론가 틀림. 똥치우는건 우직한 주인공이었고 문제는 정작 날뛰는 딸년이 일으킴. 그래서 마지막에 같은 풍경을 보면서도 모든게 달라보인다고 한것임. 평생을 본인이 트러블메이커라 믿고살았는데 딸이 문제였고 본인이 구제했는데 정치인이 구제한것처럼 되어버려서 세상에 대한 인식이 완전히 바뀐것임. 프랑스에서도 딸문제해결하려다가 순수하게 생긴 사랑을 잃어버림. ,8
"소재도 참신하고, 연기도 다들 너무 잘하더군요. 잘 봤던 기억이 납니다.",8
진짜 재밌었어요? 네? 예?네에에에에? 참고로 4dx 3d관란했습니다영상미요? 예에에에엥?,2
내용이 밑도끝도 없네요우주 재난영화랑 매트릭스를 합쳐놓은 내용인듯요,2
아름다운 서울과 한없이 따뜻한 병운. 어느새 그의 행복을 빌게 된다,10
기대하고 보지않았는데너무 재밌었음 강추,10
미친 수준의 CG에 빨려들어가 어느새 영화 속에서 가족의 의미를 되새기고 있는 나를 발견할 수 있었다,10
시나리오 조금  아쉽네요.근데  배우들이 연기가 좋았어요 ,6
노래가 열일함...,9
토니스타크가 살아돌아온다해도이만한 감동의 20%되지않을까,10
2편 언제 나오나요? 보다보니 잼나네요,9
최고의 영화 미묘한 감정 표현,10
추천. 액션신은 왜그런지 모르겠는데 2d처럼 연출해놓음. 그건 좀 별로인듯 . 나머지는 괜찮은 영화였음.,10
막판에 서태웅 강백호의 하이파이브 보고나니 울컥했다...다음작 또 나와줬음 좋겠습니다 제발 ㅠㅠ,10
"강백호, 서태웅, 송태섭, 채치수, 정대만이 다섯이 함께 뛰는 걸 다시 보게 될 줄이야... ",10
"실제 인물을 배경으로 한 정치 영화라서 그런지 몰입감이 좀 떨어지긴 했으나, 재밌었어요.",7
대한민국 국민으로써 너무나도 자랑스럽습니다 하하하하,10
스피드한 전개와 몰입감이 장난이 아닙니다,10
스피드한 전개와 몰입감이 장난이 아닙니다,10
넷플릭스 풀려서 봤는데 재밌다. 이제는 3도 나왔으면 하는 기대감을 갖게하는 작품이 되었다..,8
20년이 지나서 봐도 겁나 재밌네요,10
고민하지 말고 영화관으로 달려가라,10
1편 긴장감과 스릴은 어디로?,7
한마디로 돈이 아깝지 않은 영화입니다,10
뭔가 아쉬움... 그냥 그럭저럭 ,6
영화로 나와서 감사합니다..,10
세세한 연출부터 연기까지 구멍이 없습니다.2점 깎인건 초반 너무 리얼한 연기와 연출탓에 불편한 느낌 때문 (그만큼 잘한거),8
굉장히 흥미로운 소재로 기억합니다. 연기도 좋았구요.,8
음 그닥 그다지 노멀 평범,7
"아일랜드 사람들 독특한건 알아줘야 한다니까 ,, ??현실 속에 자연스럽게 묻혀진 영화적 판타지가 너무 좋았다",7
정말 시간 가는 줄 모르고 봤어요!! 가족의 감동과 교감!!다음이 또 기대됩니다!!,10
산왕전의 잊을 수 없는 몇몇 장면들은 움직이는 화면으로 보고 싶었다,10
이거보고 관객인 나도 감독할 수 있겠다는 희망이 생긴다.  제작투자자의 표정은 어땠을까.  절망속에 무한 평점알바 버튼 누르기? ,2
남주 안재현닮음 아님말고,8
아들이랑 즐겁게 봤던 기억이 나네요. 속편도 기대해봅니다.,8
특별하지만 그렇지도 않은 우리의 인생 속에서 한번 쯤 생각해본 상상,8
북산vs산왕 그냥 보시면 됩니다,10
실망시키지 않는 아바타2십대 소녀를 연기한 시고니 위버의 역량이 대단했다,10
마지막 1분 숨막히는 연출. 짠 것 처럼 숨소리도 바스락소리도 들리지않았던 극장 분위기에 그렇게 만든 연출에 소름이 돋았다. ,9
나의 청춘을 함께한 슬램덩크를 이제 9살이 된 아들과 보고 왔습니다 아들이 아직 어려서 저만큼의 감동을 느끼진 못했지만 나중에라도 꼭 느끼게 해주고 싶네요 아들을 위하여 만화책을 다시 구매해야 할거 같습니다,10
러닝타임이 3시간임에도 불구하고 지루하지 않았고 재밌게 봤습니다.,8
쓰잘데없는 내용이 너무 많았어요.윤아가 왜 나오는지 진짜 모르겠음.연기도 안되고 몰입에 방해만 됨,2
좀 길었다는 것만 빼면 좋았어요.,7
아바타랑 관객층도 다르고 아바타같은 sf말고 가볍게 웃을수 있는 영화를 크리스마스에 보고싶어하는 사람들도 얼마나 많았는데.. 진짜 베댓 말마따나 아바타 눈치보고 개봉을 늦게하냐... 누가봐도 이리봐도 저리봐도 크리스마스용 영환데... 제작사 간이 콩알이네.. 아바타보다 훨 재밌고 진짜 마니 웃음 ㅎ 다만 개봉시기가 너무 아쉬움.. 크리스마스 시즌 개봉이였음 벌써 200은 넘었을껄,10
포스터보고 영화로 안봤는데 생각보다 재밌는데?? 2편은 영화관에서 볼께요!!,8
정말 가슴이 웅장해지는 영화였습니다추천합니다,10
슬픔+감동+로맨스 그자체 ㅠㅠ 너무재밌게 봤어요 ㅠㅠ 그래서 책까지 사버린.. 진짜 보는데 눙물이..,10
내 인생 최고의 작품 언제 어느때 봐도 너무 좋다 아련한 그리움이라고 해야할까.. 지브리에 감사합니다.,10
"아버지와 아들,누나와 동생이 관계가 참 애잔하게도, 따뜻하게도 그려진다.",9
좁은 공간안에 끝내주는 심리 묘사와 대사들. 그리고 풍자와 의미들...,10
연기의 구멍이 단 한 명도 없다. 심지어 오뎅 먹던 중딩들까지도.,10
재밌게 봤어요추억 돋네요,8
흑흑ㅠㅠㅠ마지막 10초는 정말 숨을 못쉴정도였다....근데 커플끼리 오는 건 상관이없눈데 나도 여자지만 어렸을때부터 팬이고 만화책은 산왕전만 갖고있어도 찐팬이라 마지막 그 10초 숨죽이면서 보고 다른 사람들도 그리 보는데 커플들 두 커플중 여자가 어떡해어떡해 이러고 휴이러고...아빠랑 같이 보러온 초딩이 더 조용했음...좀 방해가됐음....물론 잘모르고 봐도 재미있겠지만 앞으로 잘 모르고 가시는 분들은 에티켓 지켜주샸음 좋겠다 ,10
오랜만에 바쁜 현대사회에서 느낄수 없는 따뜻함을 느낀 영화.  아이가 있는 부모라면 꼭 추천하고 싶은 스위치. ,10
부디 이 영화는 4dx로 봐주세요. 솔직하게 1편에서 느꼈던 감동은 조금 부족하다고 느껴지지만 곱씹어 볼수록 3편을 위한 떡밥들도 흥미롭고 영상미도 좋고 돈이 아깝지 않은 영화임에는 분명합니다.,10
스토리 연출력 배우연기 모두 굿  1차보다 2차 관람이 더 좋았던 영화,10
난 진짜 너무 잼있게 봤는데.. 평이 많이 틀리구나,10
시간가는줄 모르고 봤습니다. 자고 일어나니 끝나있더라고요,6
잠궈놨던 제옛날 감성이 되 살아났습니다.,10
엉뚱한 이야기인데 웬지 있을 법한 이야기.,9
연기만 잘하는줄 알았더니……,10
굿굿굿 반드시 용아맥으로 봐야함,10
다시 뭔가 삶에 대한 동기가 생김,10
"본지 꽤 된 영화인데, 비교적 생생하네요. 스토리도 연기도 연출도 훌륭했던 영화였어요.",9
농구공에 바람넣으러갑니다!,10
20번도 더 본 영화.명작입니다...,10
영알못들은 제발 오락영화나 보고 평점 남기지 말자..,10
웃다가 울다가 재밌었어요 저는 혼자 봤지만 ...가족들이랑 함께 또 보고 싶네요,10
재밌게봤습니다~~~,8
초가 꺼질때...우와합니다.대박~!,10
하도 혹평이 많아서 큰 기대없이 봤는데 생각보다 재밌고 좋았어요. 부부도사 장면에서 눈물나도록 웃었네요ㅎ 2부 기대합니다♡,10
절절한 노래가 가슴을 파고드네요. 배우분들 노래 감동입니다.,8
마녀3 기대됩니다...레지던트이블 시리즈급,10
슬램덩크 ... 만화책으로 정말 닳도록 봤고 다시 봐도 다시 봐도 짜릿한 재미를 잊을 수 없는 작품이다.오늘도 당연히 모두 아는 내용일 것이고 이러이러한 장면들이 미리미리 예상되었지만...누군가에겐 지루하다는 글들도 보였지만 그러한 텀들이 나는 오히려 기대를 불러일으키도록 하였다.요약하건데...아는 내용임에도 손에 땀이 나면서 보게 하는 작품이다.,10
그냥 쩐다....세번 봐야 함.,10
진부할 수 있지만 그만큼 편하게 볼 수 있었음,10
이짦은 영화에 우리나라 독립군들과 안중근의사의 모든것을 다 알수는 없으나..반드시 잊지 말아야할 역사이며 ..아직도 제대로 된 역사를 가르치지않고  잘못을 인정하지도 뉘우치지도않는 일본으로부터 이 시대의 우리들은 반드시 기억하고 지켜야 하는 역사이니...다들 시간나실때 꼭 관람하시기를..감히 재있었다 재미없었다 얘기 할수없는 것을... ,10
만화책으로 수십번 봐서 결론은 다 안다. 그치만 그래도 재밌다. 조연인 송태섭에 대해 몰랐던 스토리를 알게 돼서 좋았다:),8
아직 안 본 사람 있어요??!!,10
"내 인생의 명작을 만날 수 있지 않을까라는.기대에 부응하지는 못했지만,동해안의 그 횟집은 한번 가고싶다는 생각이 들었다.",7
눈물이 앞을가려 보기 쉽지 않았다.나의 유년시절을 지배했던 그들이 살아 움직이다니...!!,10
"슬램덩크 완전판 전권 구매하여 나약해지거나 게을러지거나 제 마음이든 몸이든 다시 가다듬기 전에 꼭 슬램덩크를 보곤 했습니다. 만화를 뚫고 나오는 그들의 땀과 노력, 열정으로부터 나 자신의 반성과 동기를 부여하기 위해서 였는데요. 현재같은 불경기에 돈만 쫓기 바쁜 제 일에 진심으로 일을 사랑하고 도전해보자라는 신년 계기가 되었네요. 저에게는 만화 그 이상의 작품이었고 교양서적이었습니다. 돈에 쫓겨 살다보니 잊었었던 인간미와 자기애를 찾아주는 좋은 기회가 되었습니다. 오늘은 묵혀뒀던 만화책을 꺼내 볼 참입니다. 어려운 시기 이 영화를 보시면서 모두들 2023년 잘 헤쳐나가시길 소망해봅니다. 다시 한번 이노우에 작가님께 감사드립니다.",10
역사를 잊는 민족에게는 미래는 없다. 뮤지컬도 한번 엄마랑 보러가보려해요뮤지컬 영화인줄 모르고 갔지만 눈물한바가지 쏟고 왔네요. ,10
오랜만에 보는 도둑질이 런던?,10
스토리나 이런거를 생각하지 않게 만들어버리는 영상미 고품질의 cg 돈이아깝지 않은 3시간의 판도라 탐험이었습니다,10
인생에서 사랑하는 사람을 만나고 헤어진다는 것에 다양한 생각을 할 수 있도록 해주는 영화.아픔이 있는 사람이 느끼는 감정은 더욱 크게 느껴지네요...,9
기대없이 봤는데 감동에 재미 있었어요,10
크... 좋은 영화영화였어요 산왕전이고 만화책으로 이미 보고 또 본 내용이라 사실 별기대는 안했지만 미야기의(송태섭)의 이야기를 잘 풀어 왜 주장이 되었는지 이젠 확실이 알게됬고 그리기 힘든 농구라는 애니메이션 영화를 참 잘 만든 감동도 있고 재미도 있는 멋진 영화였어요내용 다들 아신다고 안보신분들 꼭 추천해드려요 내려놓고? 보면 좋은 영화한편 봤다~  하실꺼에요.,10
"역시 3D 영화야,최고지",10
다들영화평론가세요?ㅋㅋㅋ어웈 유 .난 ㅋ재미로봅시다 쫌..그정도악평은아닌디 ㅋㅋ저희는 잼게봤어유2탄나오면볼구양,10
뮤지컬 보는 듯하네요. 처음부터 마지막까지 가슴 뛰는 영화였어요. ,10
너무 기대하고 봤나봐요빠른 장면에서 애니메이션이 프레임 레이트가 낮아보여서 눈에 거슬렸어요회상 장면과 경기 초반 장면도 좀 지루하고..저 빼고는 다들 재밌게 보시는것 같았습니다.,7
자연과 인간의 조화를 그린 전편을 이은 명작! ,10
말이 따로 필요 없다. 스토리+연출력+기술력 3박자의 개그튼 조화,10
자막판봤는데 더빙판도 봐야겠다너무재미있다,10
그냥 무조건 보세요 몰입도 장난 아니고 여운 강하게 남습니다 ,10
정말 최고 ㅜㅠ어렸을때 머리로 상상하던거보다 더 멋짐,10
최고란 말밖엔 할말이 없다,10
보는이의 입장과 상황에 따라 다른 감상평을 줄 수 있는 영화일거 같다.  난… 이 배우들이 아니였다면 끝까지 보지 않았을거다,6
이게 어떻게 cg야 판도라 가서 찍은거지,10
명작은 결말을 알고봐도 감동이다,10
ㅇ하 진짜 김고은님 레전드고 진짜 내가본 영화중에 제일 최고임 꼭보세요 진짜 와,10
아는 내용인데도 반가움과 새로움에 뭉클했음,10
"절제된 연출, 세 천재를 담기엔 충분",8
이 영화는 딱 한마디로 평가가 됨. 재.미.없.음.박찬욱은 그냥 쭉 원컨셉으로 갈건가봐?,1
속편 만들어서 히트 치기 어려운데 진짜 대단하다. 현실감도 장난아니었고 영화관에서 못 본게 아쉽다ㅠㅠㅠ 모든 면에서 훌륭했던 영화!!,10
대한민국 국민이라면 봐야할 영화,10
학창시절 함께 했던 슬램덩크를 이렇게 다시 볼 수 있게 되어 감격,10
"영화의 장르적 재미, 시대적 배경, 연출, 연기,스토리, 19세기 미국 동부 지역 겨울의 영상미 모두 훌륭했다. 크리스천 베일과 해리 맬링의 연기력이 돋보였고, 특히 까메오 출연 같은 대배우 로보트 듀발을 볼 수 있어 좋았다.",10
복녀  남편은  시대를  뛰어넘는 기생충이었노,6
안중근 당신이 있었기에 한국이 있습니다부디 하늘에서 행복하게 지내고 계시길,10
원래 이런거 안쓰는데 진짜 너무 재밌고 감동적이였어요 두번 세번 더 볼 의향이 너무나 있고 진짜 정말 재밌어요ㅜㅜㅜ 진짜 인생영화가 바뀐거 같아요!! 다들 꼭 보세요ㅠㅠ제발료!,10
  다섯 글자로 표현 하라면? 엄청 재밌다,10
우리가 기대한것: 샹크스 니카루피 전투력 실제 나온것: 딴따라 능력 감상회 ,4
내가 첨으로 눈가리고 봤다..,9
클래스는 영원하다...,10
연출미침원작을 알고봐도 감동미침,10
개재미없어요. 감상포인트도 없어요.,1
완전 좋음 나를 돌아볼 수 있었음,10
여전히 재밌어요 굿굿!,10
모든것이 완벽했다 다시보고 싶은 작품입니다,10
너무 재밋어요 1편은 못봤 지만 2편이 더 좋은것 같아요 ,10
최고다 내 인생 만화를 극장판으로 20년만에 봤다. 더 이상 말이 필요없다. 보고나니 울컥한다 정말 슬램덩크를 보고 자라서 이 행복을 느낄 수 있어 정말 감동이다. 슬램덩크 그 어떤 말도 필요없다 가장 완벽한 만화 그 자체다 ㅎㅎ,10
하핫…..정말……^^,1
지겨울줄 알았는데 몰입감 상당하네.. 재밌다,10
말이 필요 없다. 감동 그자체,10
이 영화는 불편한 진실을 마주쳐야 하는 용기가 필요합니다.. 후,9
"한국,미국은 허접이고 북한 현빈만 날라다님",1
스토리는 너무 구리고 영상미는 너무 좋고,6
영상미가 좋아요 재밌어요,8
양조위의 블랙홀같은 눈빛에 반하고 금성무의 멍뭉미까지에 빠지고 아참 나 남자지..,10
넷플릭스 볼거 없어서 그냥 봤는데 ..완전 재밌네요 신선하고 연기도 잘하고 첨에 코메디인줄 알았는데 것도 아니고 ..무튼 신선 하고 참신 ㅋ 재밌었어요 평범이 왜 낮은지는 모르겠습니다~,10
평가하고 싶지않아요 그냥 느껴요 ㅎ,10
항마력 딸린다는게 이해가 가는...,2
"농구만이 전부였던 나는 어느새 이렇게 멀리 와버렸는데, 스크린 속의 그들은 그 모습 그대로이다.",10
감동 그 잡채…ㅠ 특히 노래 부를 때…,10
명대사들은 다 알고 있지만 장면마다 마음속으로 따라하고 감동했다. 마지막 ‘왼손은 거들 뿐’ 장면에서는 감독이 이런 마음을 안 듯 묶음처리로 다같이 따라하길 바란 것처럼 연출한게 더 소름..그저 낭만 그자체 잃어버린 그때의 낭만을 찾고 싶으면 꼭 보시길.,10
최고입니다. 가장 가성비 뛰어난 영상물!,10
나도 너와의 타이밍을 잘 맞춰야겠다는 생각만 들었어,10
크리스마스 때 개봉했으면 엄청 좋았을 것 같은 영화! 감동도 있고 가족의 소중함도 느낄 수 있어서 너무너무 재밌었어요! ,9
두시간 넘게 노래만 부르고 억지 눈물 쥐어짜려고 애씀 차라리 암살전의 치밀한 내면의 변화와 갈등을 보여줬다라면 몰라도 이건 극의 구조가 너무나 단순하고 대한제국 장군으로서의 대의를 보여주는것도 없는 그저 눈물 쥐어짜기 영화임,1
액션이 너무나도 말이 안되도 안되도 안되는 영화!주원배우님이 너무 아까운 영화에요...ㅜ액션 보다가 지루해서 점프뛰고 본 영화는 처음!게다가 첫장면 정말 띄용 이었어요 이해도 안되고 개연성도 없고!!!!,1
"변덕규의 무를 깍는 장면은 없었지만, 전설의 하이파이브로 모든 부분이 채워짐!! 고딩 시절의 전율이 그대로 느껴졌다!!",10
슬램덩크를 보고자란 사람이라면 꼭봐야하는영화. 명장면들이 위화감없이 녹아잇고 더빙퀄리티도 매우훌륭하다,10
그세계에서 빠져나와야 하는 현실이 야속할 뿐 다음 작은 나올까.,10
사랑해요 서래 사랑해요 탕웨이.. 너무이뻐요 귀엽고 ㅋ,10
보면서 눈물이 주르륵...감사합니다,10
쉬루레 내 2시간 돌려내!!이대론 못자!!,2
이거 보는 사람은 진짜 불쌍할 정도 그게 물론 나지만 절대 보지 마세요 진짜 극혐 수준의 영화입니다...,2
슬램덩크에 관해 아예 모르고 봤음에도 재밌게 봤습니다. 늦은 시간에 퇴근하고 캔맥주 한개 챙겨가서 보는데 정말 좋았어요,8
"억지웃음과 맥락없는 유머. 곳곳에 명작 뮤지컬영화 (알라딘,레미제라블) 흉내. 연출은 딱 그정도. 정상화의 노래실력이 심폐소생 시켰고, 나문희 노래는 반칙이지. 그걸 누가 안울어. 운다고 감동적인 영화가 되지는 않는다. 감동적인 장면은 나와도. 어르신들 몇년에 한번 극장 오게하는 컨셉 잡아서 평 잘 받게 하는 능력을 능력이라고 칭찬해야 하는지..",2
그 마지막 1분. 모두가 숨죽인 그 순간,10
오랜만에 만난 친구들과 하하 호호 웃으며 행복하게 잘 보았습니다.스토리도 좋았고 배우들의 연기 또한 무척 좋았습니다.마음 편하게 부담없이 볼 수 있는 영화로 추천할 만 하네요~^^,10
너무  재미있게  보고왔어요!! 몰입감최고!!,10
이도저도 아닌.. 기대가 컸는지 다소 실망스러움(사실 평점이 이렇게 높은게 이해가 안됨.),6
정말 난 이영화 유머가 좋았음 ㅋㅋ 키아누리브스의 리즈시절도 좋고 스토리도 좋고 정말 좋아하는 영화,10
아빠와 아들이 함께 영화관을 찾아 웃으며 감상한다는 거 자체가 감동-,10
정성화의 연기력에 감동의 눈물이 주루륵~~안중근의사의 후손을 생각하는 마음이 헛되지 않도록 살아야겠다는 마음이 커지는 날이네요 ,10
전반에는 졸려요 지루. ..중간부터 잼써짐 1편이 훨씬 좋지만 이것도 나름 잼씀,8
우리의 과거를 잊으면 우리의 미래는 없다.,10
눈물바다.. 고맙습니다 ,10
시간가는줄도 몰랐어요,10
뮤지컬을 보는듯했어요.감동의 눈물과 함께한국인이라면 누구나 애국심이 불타오를 감명깊은 영화였어요.,10
마무리가 엣지있긴하네. 틀에박힌 두 남녀의 러브스토리 그런 건 아니네두 남녀가 자기만의 꿈을 좇는다.여자는 연극배우가 되고 싶고 남자는 재즈가 하고 싶다.남자는 가장이 되기 위해 꿈을 포기하고 대중음악을 한다. 여자를 위해 모든 걸 버렸다.여자는 일이 잘 안 풀린다. 남자는 성공했는데 자기는 초라하다. 그래서 땡깡을 부린다.남자는 그런 여자에게 화를 냈지만 금새 여자를 위해 고향을 찾아가줄만큼 헌신적이다.남자덕분에 여자는 마지막 기회를 잡았고 성공했다.남자는 여자가 일이 잘 풀리는 것을 보며 이제 자기의 평생 꿈이었던 재즈카페를 차린다.남자는 일편단심으로 여자와의 추억을 생각하며 가게 이름도 여자와의 추억으로 짓는다.근데 여자는 존나 배은망덕하게 남자를 배신한다. 어느날 우연히 찾아온 여자에게 자기와의 추억을 피아노로 연주해주며 끝난다.흠.. 솔직히 이건 너무 억지 비극이잖아헐? 헤어졌나바 어떠케ㅠ 이러고 끝내면 내가 받아들여야하는 거야?납득할만한 상황을 주고 비극을 줘야지 이건 뭐 너무 어이가 없어서리..너무 아름다우면서 동시에 비극적으로 보이고 싶은데 방법이 없어서 걍 이따구로 한 거 같다찝찝한 영화네,7
진짜 진심 눈물날뻔했습니다.~ 연출이 지리고 마지막 1분...숨을 못쉴만큼 잊혀지질않습니다 ,10
"산의 정상, &amp;#34;보람&amp;#34;이다! 이승원 감독의 세대를 횡단하는 열차로, 시대로, 또 시대로 3 타이어(tier)로, 문소리 김선영 장윤주를 태우고 떠났다. 명작이다!",10
윤아가 참 이쁘구나  클럽씬,8
저는 한마디로 할께요추억,10
말해 뭐함 2회차 도전할 예정. 오프닝부터 바지 축축해졌음,10
오늘보고왔는데 많이울었습니다 정성화배우 위대하네요 너무고생하셨습니다 앞으로더 잘되길바래요,9
"K드라마.광고.등등 저 음악들어봤는데? 어 누구 음악이지 한 음악들이 여기서 나오네요. 일본인 연인의 자존심대결, 고백못하고 헤어짐을 질질끄는....",10
아는 내용인데도 숨죽이며 첨보는 기분으로 몰입했음... 꼭 보기바람.,10
여운이 남네요 너무 잘봤어요,10
정말 잘봤습니다  정말재미있습니다,10
감동적입니다. 섬세하게잘만든영화라생각되네요.,10
불러온 재앙은 불유쾌하다!,3
빨간옷 입으면 빨갱이. 나랑 의견이 다르면 빨갱이. 지금도 그들이 이용해먹는 빨갱이,10
내용이 특별하진 않지만 연말 연초에 편하게 볼 수 있는 따뜻한 영화,6
"영화에서 인물 관계가 가해자와 피해자의 설정으로 나오면 관객이 영화를 보면서 이입할 인물 그리고 잘못을 탓할 악역으로 나눠 대립되는 구도를 잡는 게 대부분인데, 이 영화에서는 가해자와 피해자 모두에게 몰입이 되고 두 인물한테서 느껴지는 정서가 같다 보니 그래서 영화를 다 보고나도 해결되지 않은 듯한 찜찜한 기분이 드는 것 같음. 그래서 기억에 오래 남는 작품 중 하나임. 하지만 영화 보고 제일 기억에 남는 건, 김무열 배우의 연기임. 마지막 병원에서 인정하고 싶지 않았던 사건의 진실을 결국 깨달은 피해자의 감정을 정말 너무 잘 표현했다고 생각함… 리스팩 ",10
3시간 지난줄 모르고 봄,10
"아이고,  이건 정경호 마동석 두 배우의 최악 포트폴리오가 되겠구려...",1
연속 이틀 두번 봤어요마음의 울림 정말...정성화 배우님 팬이 됐어요,10
"시끄러운 잡소리들은 전부 치우고, I see you",10
역동적인 공룡 연출 스릴있게 봤어요근데 나머지는 연기괜찮았는데고령자(?) 연기자분들의 연기는 집중이 좀 안됨요..,6
솔직히 진짜 감동이다 대한민국인들이면다봐야함,10
마지막2분은 정말 명장면 이였다,10
투스썸서업!투썸서업 공조2,4
"공중전화박스. 전화건사람,성우.전화받는사람 도시뷰, 이것만으로 영화를  만드는것 자체가 대단하다고 느낌",10
살다살다 이렇게 잼있게본건 없는거같음,10
"2번째 보는 거였는데,전보다 더더욱 소름이 돋았고눈물을 머금으며 봤습니다.",10
도망친 곳에 낙원은 없다.,8
재밌어요,8
재밌어요,8
이정재 ㅈㅡㄴ 쌘척한다 꼬마없었으면 쳐발렸을거같은데,6
감동,10
별거 없는 하찮고 쓰레기 같은 존재 같아 보여도 이 모든건 가장 빛나고 소중한 존재 였다 .,10
벤애플랙의 절제된 연기자페라는 소재와 액션의 결합,10
"뮤지컬에 감동,웃음,슬픔 모두다 최고요꼭 강추드립니다.",10
2부 기대됨... 올해 나오는건가.. ,10
감동 그자체 입니다 감독님 감사합니다 ,10
재밌었어요. 추천합니다.,10
경기내용 뿐만 아니라 그외의 스토리도 감동적이네요,10
만화책을 보고 박진감 넘치는 풀타임 경기를 생각했지만 예상과는 달리 드라마같은 느낌을 받았고 경기 중간중간 과거 회상씬은 몰입을 방해하는것 같았으나 다 보고난 소감은 너무 재밌고 감동스러웠음.,10
말이 필요없다!한마디로 최고!,10
명대사 명장면 보는 내내 울컥 울컥최고였습니다,10
Good this is best move,10
"뮤지컬을 예전에 봐서 내심 기대했는데 기대만큼 우리나라 역사를 다시금 느끼면서 많은 감정이 휘몰아쳤다. 항상 뮤지컬 영화를 보다 이제 우리나라 뮤지컬 영화의 시작인가 생각됐다. 지루하지 않은 전개와 계속되는 넘버, 정말 마음에 들었다!!!!",8
